0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,HighSatisfaction
19.0,58718.0,134.93915059254493,9.0,1.981344350030925,5.0,4.0,1.0,0.5033003300330033,0.49834983498349833,0.20297029702970298,0.33058305830583057,0.4004400440044004,0.422992299229923,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.715056043704287,-0.8118863055080178,0.5619327830858899,1.6431100131784704,-1.476590624420811,1.2740247787191092,0.5197740532695467,-1.4278372754562851,0
29.0,37774.0,23.48709312280983,9.0,28.39662557549452,5.0,1.0,3.0,0.4966996699669967,0.22607260726072606,0.21067106710671066,0.33058305830583057,0.4004400440044004,0.577007700770077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0475679650114336,-1.3897163345227426,-1.650774715484717,1.6431100131784704,0.08991183940196254,1.2740247787191092,-1.5549725861411128,-0.06431699438992289,0
67.0,95495.0,188.75893114541825,9.0,59.49877280332748,5.0,4.0,2.0,0.4966996699669967,0.49834983498349833,0.18206820682068206,0.33443344334433445,0.4004400440044004,0.577007700770077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.48888673402141,0.20276490615520487,1.630440935419512,1.6431100131784704,1.9343589928024234,1.2740247787191092,0.5197740532695467,-0.746077134923104,1
44.0,143378.0,128.02954548748906,1.0,30.9671512385177,5.0,4.0,2.0,0.5033003300330033,0.49834983498349833,0.21067106710671066,0.33443344334433445,0.29977997799779976,0.577007700770077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.046335846972153115,1.5238227403469575,0.4247533054233029,-1.485100930526696,0.2423514348798944,1.2740247787191092,0.5197740532695467,-0.746077134923104,0
41.0,88918.0,183.75524402356484,9.0,40.30123743596287,4.0,5.0,3.0,0.5033003300330033,0.49834983498349833,0.18206820682068206,0.334983498349835,0.29977997799779976,0.422992299229923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2465822705800092,0.02131016490091508,1.5311004991244463,1.6431100131784704,0.7958897031659394,0.5767100117093386,1.2113562664064332,-0.06431699438992289,0
55.0,122958.0,98.18515108597892,4.0,32.272139786078775,4.0,4.0,1.0,0.4966996699669967,0.49834983498349833,0.20572057205720573,0.33058305830583057,0.29977997799779976,0.422992299229923,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6879010395899858,0.9604494977724407,-0.16776079240259426,-0.31202182663725864,0.3197410245483287,0.5767100117093386,0.5197740532695467,-1.4278372754562851,0
23.0,50792.0,191.48879894980664,4.0,18.201694175837183,2.0,3.0,5.0,0.5033003300330033,0.49834983498349833,0.21067106710671066,0.33058305830583057,0.29977997799779976,0.577007700770077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.4480608122271457,-1.0305589950597132,1.6846382207636335,-0.31202182663725864,-0.5146770354903619,-0.8179195223102027,-0.17180815986733977,1.2992032866764394,1
22.0,123970.0,119.97633956856282,3.0,8.040690053338936,3.0,1.0,3.0,0.4966996699669967,0.22607260726072606,0.18206820682068206,0.33058305830583057,0.4004400440044004,0.422992299229923,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.514809620096431,0.9883698563172699,0.26486940979239315,-0.7030481946004045,-1.117253924865406,-0.12060475530043208,-1.5549725861411128,-0.06431699438992289,1
38.0,138115.0,25.07198432834058,9.0,36.68946241154355,2.0,2.0,2.0,0.4966996699669967,0.22607260726072606,0.20572057205720573,0.33443344334433445,0.4004400440044004,0.577007700770077,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.44682869418786525,1.3786203223415863,-1.6193091621830316,1.6431100131784704,0.5817010134361325,-0.8179195223102027,-0.8633903730042264,-0.746077134923104,0
56.0,144894.0,32.10684784401119,9.0,9.960165845150676,5.0,5.0,4.0,0.5033003300330033,0.49834983498349833,0.20572057205720573,0.33443344334433445,0.29977997799779976,0.422992299229923,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7546498474592712,1.5656480995900022,-1.4796428733236073,1.6431100131784704,-1.0034234669779192,1.2740247787191092,1.2113562664064332,0.6174431461432582,0
